Date,Open,High,Low,Close,Adj Close,Volume,index
3/9/2020,51.919998,52.709999,50,50.849998,49.559795,56197000,0
3/10/2020,52.759998,54,50.43,53.98,52.610378,36569000,1
3/11/2020,52.389999,53.540001,51.009998,51.66,50.349247,38563500,2
3/12/2020,47.990002,50.09,45.369999,45.540001,44.384529,50661700,3
3/13/2020,48.259998,55,47.740002,54.43,53.048958,48805100,4
3/16/2020,47.509998,52.25,43.630001,44.610001,43.478127,53878900,5
3/17/2020,45.759998,51.630001,45.200001,50.080002,48.809338,52085200,6
3/18/2020,46.709999,50.049999,45.200001,47.610001,46.402004,49309900,7
3/19/2020,47.84,49.23,45.16,45.939999,44.774372,44538000,8
3/20/2020,46.509998,49.419998,45.470001,45.830002,44.667171,52344000,9
3/23/2020,46.02,50.490002,45.91,49.580002,48.322021,46698500,10
3/24/2020,53.139999,54.639999,51.349998,52.400002,51.070473,50019800,11
3/25/2020,52.48,53.790001,49.91,51.259998,49.959393,41106100,12
3/26/2020,51.740002,55.950001,51.66,55.540001,54.130798,41459800,13
3/27/2020,53.419998,54.639999,52.07,52.369999,51.041233,31633500,14
3/30/2020,52.990002,56.099998,52.830002,55.490002,54.082069,31628600,15
3/31/2020,55.060001,55.799999,53.220001,54.119999,52.746826,48074700,16
4/1/2020,52.5,54.689999,51.43,51.880001,50.563663,29586600,17
4/2/2020,51.290001,54.560001,51.220001,54.349998,52.970993,27810000,18
4/3/2020,53.849998,55.130001,52.73,54.130001,52.756577,23906100,19
4/6/2020,56.630001,58.77,56.119999,58.43,56.947472,32323400,20
4/7/2020,59.939999,61.490002,58.209999,58.400002,56.918232,41410000,21
4/8/2020,58.990002,59.509998,57.91,58.98,57.483517,26719500,22
4/9/2020,59.360001,59.720001,56.060001,57.139999,55.690205,40515400,23
4/13/2020,56.57,58.77,56.57,58.700001,57.210625,23251900,24
4/14/2020,60.040001,60.900002,59.509998,60.66,59.120888,25674000,25
4/15/2020,59.740002,59.830002,58.389999,58.869999,57.376308,22841600,26
4/16/2020,59.610001,60.959999,58.810001,60.790001,59.247589,24433500,27
4/17/2020,62.02,62.130001,59.830002,60.360001,58.828499,27385600,28
4/20/2020,59.279999,60.040001,58.889999,59.18,57.67844,26420300,29
4/21/2020,58.110001,58.599998,55.93,56.360001,54.929993,25248000,30
4/22/2020,58.27,60.5,57.810001,60.099998,58.5751,23443700,31
4/23/2020,59.669998,60.099998,58.810001,59.040001,57.541996,35092000,32
4/24/2020,56.200001,59.400002,56.099998,59.259998,57.756413,50220500,33
4/27/2020,59.720001,59.830002,58.389999,59.470001,57.961086,25902200,34
4/28/2020,59.990002,60.220001,58.259998,58.75,57.25935,28784700,35
4/29/2020,59.439999,62.029999,59.32,61.799999,60.231964,30451500,36
4/30/2020,61.369999,61.540001,59.75,59.98,58.458145,26279900,37
5/1/2020,58.830002,59.32,57.310001,57.470001,56.011829,21194800,38
5/4/2020,57.119999,58.07,56.310001,57.990002,56.518642,18957200,39
5/5/2020,58.790001,59.299999,58.349998,58.75,57.25935,17252100,40
5/6/2020,59.040001,59.950001,58.939999,59.18,58.004253,17848700,41
5/7/2020,59.93,60.099998,58.919998,59.169998,57.99445,14733500,42
5/8/2020,59.669998,59.779999,59.049999,59.669998,58.484516,20391100,43
5/11/2020,59.740002,60.84,59.709999,60.130001,58.935379,18684400,44
5/12/2020,60.220001,60.639999,58.259998,58.389999,57.229946,16754900,45
5/13/2020,58.450001,59.23,56.900002,57.740002,56.592865,21065000,46
5/14/2020,57.32,59.150002,56.099998,59.080002,57.906239,21569400,47
5/15/2020,57.400002,58.369999,56.959999,58.279999,57.122131,21373300,48
5/18/2020,59.740002,60.279999,59.360001,59.919998,58.729549,20443700,49
5/19/2020,60.130001,61.77,59.849998,60.290001,59.092201,21865000,50
5/20/2020,61.16,63.490002,61.02,63.099998,61.846375,30584000,51
5/21/2020,63.099998,63.799999,61.82,61.98,60.748627,20987700,52
5/22/2020,61.98,62.32,61.419998,62.259998,61.02306,14103000,53
5/26/2020,63.68,64.139999,62.119999,62.34,61.101471,20933600,54
5/27/2020,62.32,63.59,61.07,63.560001,62.297237,19886300,55
5/28/2020,63,63.450001,61.490002,61.700001,60.47419,17253500,56
5/29/2020,61.900002,63.66,61.619999,62.93,61.679749,33395700,57
6/1/2020,62.490002,62.66,61.66,61.860001,60.631008,14317700,58
6/2/2020,61.700001,62.169998,60.830002,62.119999,60.885845,20702400,59
6/3/2020,62.450001,62.540001,61.529999,61.93,60.699615,16737300,60
6/4/2020,61.740002,63.470001,61.34,62.970001,61.718956,22010100,61
6/5/2020,63.360001,65.110001,63.16,64.339996,63.061733,26813100,62
6/8/2020,63.970001,64.150002,62.939999,63.669998,62.405048,21546200,63
6/9/2020,62.990002,63.709999,62.900002,63.040001,61.787563,23594100,64
6/10/2020,62.790001,64.290001,62.75,63.869999,62.601074,21367800,65
6/11/2020,63.07,63.299999,59.52,59.700001,58.513927,26998200,66
6/12/2020,60.110001,60.959999,58.119999,59.330002,58.151276,30419800,67
6/15/2020,59.330002,60.360001,58.580002,60.099998,58.905975,29651700,68
6/16/2020,61.490002,61.650002,59.490002,60.400002,59.20002,23226600,69
6/17/2020,60.740002,61.279999,60.060001,60.490002,59.288227,20454800,70
6/18/2020,60.349998,60.509998,59.32,60.080002,58.886372,24899700,71
6/19/2020,60.650002,60.889999,59.099998,59.619999,58.435509,60336100,72
6/22/2020,59.73,60.549999,58.830002,60.09,58.896172,22846000,73
6/23/2020,60.189999,60.470001,59.860001,59.919998,58.729549,22809600,74
6/24/2020,59.639999,59.810001,58.669998,59.09,57.916039,27764500,75
6/25/2020,58.98,59.09,57.48,58.509998,57.347561,21906900,76
6/26/2020,58.490002,58.73,57.07,57.5,56.357628,38477500,77
6/29/2020,57.470001,58.349998,56.759998,58.27,57.112335,22150300,78
6/30/2020,58.709999,59.98,58.540001,59.830002,58.641346,31542100,79
